dataset,image,prompts,inference_time_sec,iou,f1,precision,recall,accuracy
sample_data,1_1751931514649_46_308401000_-63_280656636_jpg.rf.08455b762aae4c7ba51a091a27cfb8d3.jpg,soybean leaf|soybean leaves|leaf|soybean plant|plant leaf|foliage|green leaf,29.9740891456604,0.47139128277832204,0.6407422480029114,0.609296087019169,0.6756109732192433,0.8533666471396197
sample_data,1_1751931515129_46_308400245_-63_280661176_jpg.rf.99e47478cf943808fa99f6957dcce0f7.jpg,soybean leaf|soybean leaves|leaf|soybean plant|plant leaf|foliage|green leaf,35.82869100570679,0.5382594766967611,0.6998292308258539,0.9975398134887896,0.5389749576332432,0.7619832488283727
sample_data,1_1751931515609_46_308399393_-63_280666348_jpg.rf.14d3932c16bc74d503d83f929a18944a.jpg,soybean leaf|soybean leaves|leaf|soybean plant|plant leaf|foliage|green leaf,35.63624811172485,0.5396687627506873,0.7010193000533687,0.9644997281501748,0.5506057470880692,0.7334981769149921
