dataset,image,iou,f1,precision,recall,accuracy
sample_data,1_1751931514649_46_308401000_-63_280656636_jpg.rf.08455b762aae4c7ba51a091a27cfb8d3.jpg,0.006966583335244524,0.013836767102733183,0.010630032861237202,0.019814025394567537,0.4533617232950844
sample_data,1_1751931515129_46_308400245_-63_280661176_jpg.rf.99e47478cf943808fa99f6957dcce0f7.jpg,0.008177480130542217,0.016222297730423333,0.01751826063212481,0.015104880698664924,0.05688555470264993
sample_data,1_1751931515609_46_308399393_-63_280666348_jpg.rf.14d3932c16bc74d503d83f929a18944a.jpg,0.009058986454146834,0.017955311136430712,0.022332140741304244,0.015012960428973345,0.06813969578215859
