dataset,image,prompts,threshold,inference_time_sec,iou,f1,precision,recall,accuracy
sample_data,1_1751931514649_46_308401000_-63_280656636_jpg.rf.08455b762aae4c7ba51a091a27cfb8d3.jpg,soybean leaf|soybean leaves|plant leaf|leaf|green leaf|green leaves,0.5,2.5717923641204834,0.5707006017450296,0.7266828539965874,0.5910330252502628,0.9431476087814148,0.8626859698206151
sample_data,1_1751931515129_46_308400245_-63_280661176_jpg.rf.99e47478cf943808fa99f6957dcce0f7.jpg,soybean leaf|soybean leaves|plant leaf|leaf|green leaf|green leaves,0.5,2.469240188598633,0.9250847524280552,0.9610846966093219,0.9421842273285113,0.9807589963433266,0.9591131524725214
sample_data,1_1751931515609_46_308399393_-63_280666348_jpg.rf.14d3932c16bc74d503d83f929a18944a.jpg,soybean leaf|soybean leaves|plant leaf|leaf|green leaf|green leaves,0.5,2.3454091548919678,0.9032277802628041,0.9491536271922919,0.9458600133455195,0.9524702688871725,0.9420943257110477
