dataset,image,iou,f1,precision,recall,accuracy
sample_data,1_1751931514649_46_308401000_-63_280656636_jpg.rf.08455b762aae4c7ba51a091a27cfb8d3.jpg,0.548483204638102,0.7084134968002437,0.6102467741593102,0.844217729231123,0.8654919299450494
sample_data,1_1751931515129_46_308400245_-63_280661176_jpg.rf.99e47478cf943808fa99f6957dcce0f7.jpg,0.8617720781897681,0.9257546438199513,0.9972409477889219,0.8638316709544246,0.9286711679864195
sample_data,1_1751931515609_46_308399393_-63_280666348_jpg.rf.14d3932c16bc74d503d83f929a18944a.jpg,0.7570981146083748,0.8617596296735965,0.9724551534549427,0.7736897729421757,0.8591483768988311
