dataset,image,iou,f1,precision,recall,accuracy
sample_data,1_1751931514649_46_308401000_-63_280656636_jpg.rf.08455b762aae4c7ba51a091a27cfb8d3.jpg,0.5382773821487135,0.6998443643772441,0.6167190546293564,0.8088688556136213,0.8657122404250107
sample_data,1_1751931515129_46_308400245_-63_280661176_jpg.rf.99e47478cf943808fa99f6957dcce0f7.jpg,0.7940826006407837,0.8852241205895535,0.9932525613722335,0.798389450372646,0.8934202286683848
sample_data,1_1751931515609_46_308399393_-63_280666348_jpg.rf.14d3932c16bc74d503d83f929a18944a.jpg,0.6770911519692555,0.8074589709654606,0.9682836488426679,0.692448464216971,0.812614258443757
